"Revised  NEET-UG  Counselling Seats Allotment -2025 Round 3","","","","","","","","","","","","","","","",""
"Round 1","","","","","Round 2","","","","","Round 3","","","","","",""
"Rank","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","","Allotted Institute","Course","Alloted Category","candidate Category","option No.","Remarks"
"194","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"195","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"196","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"197","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"198","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"199","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"200","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"201","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"202","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"203","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"204","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"205","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"206","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"207","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"208","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"209","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"210","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"211","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"212","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"213","All India","GOVT.MEDICAL COLLEGE,THIRUVANANTH APURAM","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"214","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"215","All India","Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"216","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"217","All India","University College of Medical Sciences, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"218","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"219","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"220","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"221","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"222","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"223","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"224","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"225","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"226","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"227","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"228","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"229","All India","B.J. MEDICAL COLLEGE, AHMEDABAD","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"230","Open Seat Quota","AIIMS, Rishikesh","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"231","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"232","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"233","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"234","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"235","Open Seat Quota","INST.OF MED.SCIENCES, BHU,VARANASI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"236","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"237","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"238","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"239","All India","University College of Medical Sciences, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"240","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"241","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"242","All India","University College of Medical Sciences, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"243","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"244","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"245","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"246","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"247","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"248","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"249","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"251","All India","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"252","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"253","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"254","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"255","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"256","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"257","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"258","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"259","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"260","All India","MADRAS MEDICAL COLLEGE, CHENNAI","MBBS","Reported","Open Seat Quota","JIPMER PUDUCHERRY","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"261","All India","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"262","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"263","Open Seat Quota","AIIMS, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"264","Open Seat Quota","AIIMS, Nagpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"265","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"266","All India","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"267","All India","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"268","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"269","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"270","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"271","Open Seat Quota","AIIMS, Nagpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"272","Open Seat Quota","INST.OF MED.SCIENCES, BHU,VARANASI","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"273","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"274","Open Seat Quota","AIIMS-Bhopal,","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"275","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"276","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"277","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"278","All India","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"279","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"280","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"281","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"282","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"284","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"285","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"286","Open Seat Quota","AIIMS Mangalagiri","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"287","All India","Lady Hardinge Medical College, New Delhi(Female Seat only )","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"288","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","All India","S.M.S. MEDICAL COLLEGE, JAIPUR","MBBS","Reported","-","","-","-","-","-","-","No Upgradation"
"289","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"290","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Seat Surrendered","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"291","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"292","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"293","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"294","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","Open Seat Quota","AIIMS Mangalagiri","MBBS","Reported","-","","-","-","-","-","-","Did not opt for Upgradation."
"295","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"296","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"297","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"298","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"299","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"300","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"301","All India","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"302","Open Seat Quota","AIIMS, Nagpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"303","All India","MADURAI MEDICAL COLLEGE, MADURAI","MBBS","Not Reported","-","-","-","-","-","","-","-","-","-","-","Not Allotted."
"304","Open Seat Quota","AIIMS, Rishikesh","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"305","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"306","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"307","Open Seat Quota","AIIMS-Bhopal,","MBBS","Reported","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","","-","-","-","-","-","Did not fill up fresh choices."
"308","Open Seat Quota","AIIMS, Bhubaneswar","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"309","All India","GOVT. MEDICAL COLLEGE, KOZHIKODE","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","No Upgradation"
"311","All India","University College of Medical Sciences, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not fill up fresh choices."
"312","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"313","Delhi University Quota","Maulana Azad Medical College, New Delhi","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"314","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"315","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
"316","Open Seat Quota","AIIMS, Jodhpur","MBBS","Reported","-","-","-","-","-","","-","-","-","-","-","Did not opt for Upgradation."
